,tweet_id,date_time,lang,user_id,retweeted_id,quoted_id,in_reply_to_id,sentiment_conf,sentiment_label,user_type,gender_label,tweet_text_named_entities,geo_coordinates_lat_lon,geo_country_code,geo_state,geo_county,geo_city,place_bounding_box,place_country_code,place_state,place_county,place_city,user_loc_toponyms,user_loc_country_code,user_loc_state,user_loc_county,user_loc_city,user_profile_description_toponyms,user_profile_description_country_code,user_profile_description_state,user_profile_description_county,user_profile_description_city,tweet_text_toponyms,tweet_text_country_code,tweet_text_state,tweet_text_county,tweet_text_city,geo_coord_latitude,geo_coord_longitude
332080,1274623593117372416,2020-06-21T08:42:00,fr,30889723,,,,0.76,1,PER,M,"[{'label': 'PERSON', 'term': 'moroccanbeauty bellefemme'}]","[33.5333, -7.5833]",MA,,préfecture d'arrondissement d'Aïn Chock,arrondissement d'Aîn-Chock مقاطعة عين الشق,"[[[-7.67284, 33.496859], [-7.67284, 33.559459], [-7.573612, 33.559459], [-7.573612, 33.496859]]]",MA,,préfecture d'arrondissement d'Aïn Chock,arrondissement d'Aîn-Chock مقاطعة عين الشق,"Casablanca, Grand Casablanca",MA,,,,,,,,,,,,,,33.5333,-7.5833
332376,1274682129637675012,2020-06-21T12:34:36,en,65386810,,,,0.865,1,ORG,,"[{'label': 'ORDINAL', 'term': 'first'}, {'label': 'PERSON', 'term': 'FDFDFDFD Lawrence'}, {'label': 'GPE', 'term': 'Massachusetts'}]","[42.7068, -71.1636]",US,Massachusetts,Essex County,Lawrence,"[[[-73.508143, 41.187054], [-73.508143, 42.886824], [-69.858861, 42.886824], [-69.858861, 41.187054]]]",US,Massachusetts,,,"LAWTOWN,MA ",MA,,,,,,,,,['Massachusetts'],['US'],['Massachusetts'],['UNK'],['UNK'],42.7068,-71.1636
332444,1274692093466808323,2020-06-21T13:14:12,en,1439765222,,,,0.735,1,UNK,,"[{'label': 'PERSON', 'term': 'Saghro'}, {'label': 'PERSON', 'term': 'Djebel Sahrho'}, {'label': 'GPE', 'term': 'Morocco'}, {'label': 'LOC', 'term': 'the High Atlas'}]","[31.32770554, -5.48391886]",MA,,cercle de Tinghir,,"[[[-5.862952, 31.014232], [-5.862952, 31.362204], [-5.334268, 31.362204], [-5.334268, 31.014232]]]",MA,,cercle de Boulmane-Dadès,,Marrakech,MA,,Pachalik de Marrakech,,,,,,,"['Morocco', 'the High Atlas']","['MA', 'MA']","['UNK', 'UNK']","['UNK', 'cercle de Taliouine']","['UNK', 'UNK']",31.32770554,-5.48391886
332711,1274749918779854848,2020-06-21T17:03:59,en,167463440,,,,0.612,0,ORG,,"[{'label': 'GPE', 'term': 'Tangier'}, {'label': 'CARDINAL', 'term': '73'}, {'label': 'QUANTITY', 'term': '2mph'}, {'label': 'QUANTITY', 'term': '1017mb'}]","[37.82, -75.99]",US,Virginia,Accomack County,,"[[[-83.67529, 36.540739], [-83.67529, 39.466012], [-75.16644, 39.466012], [-75.16644, 36.540739]]]",US,Virginia,,,"Tangier, Morocco",MA,,pachalik de Tanger طنجة,Tangier,"['Tangier', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['pachalik de Tanger طنجة', 'UNK']","['Tangier', 'UNK']",['Tangier'],['MA'],['UNK'],['pachalik de Tanger طنجة'],['Tangier'],37.82,-75.99
333020,1274810519376089088,2020-06-21T21:04:47,en,1421214978,,,,0.837,1,PER,M,"[{'label': 'FAC', 'term': 'the Atlass mountains E Khenifra'}]","[32.93, -5.66]",MA,,Pachalik de Khenifra,Khenifra,"[[[-5.688613, 32.906541], [-5.688613, 32.959771], [-5.638357, 32.959771], [-5.638357, 32.906541]]]",MA,,Pachalik de Khenifra,Khenifra,,,,,,,,,,,,,,,,32.93,-5.66
333249,1274861760160251905,2020-06-22T00:28:24,en,167463440,,,,0.763,0,ORG,,"[{'label': 'ORG', 'term': 'Tangier'}, {'label': 'DATE', 'term': '8 29pm'}]","[37.82, -75.99]",US,Virginia,Accomack County,,"[[[-83.67529, 36.540739], [-83.67529, 39.466012], [-75.16644, 39.466012], [-75.16644, 36.540739]]]",US,Virginia,,,"Tangier, Morocco",MA,,pachalik de Tanger طنجة,Tangier,"['Tangier', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['pachalik de Tanger طنجة', 'UNK']","['Tangier', 'UNK']",,,,,,37.82,-75.99
333253,1274862719909257216,2020-06-22T00:32:12,en,167463440,,,,0.677,0,ORG,,"[{'label': 'GPE', 'term': 'Tangier'}, {'label': 'CARDINAL', 'term': '74'}, {'label': 'QUANTITY', 'term': '7mph'}, {'label': 'CARDINAL', 'term': '1015'}]","[37.82, -75.99]",US,Virginia,Accomack County,,"[[[-83.67529, 36.540739], [-83.67529, 39.466012], [-75.16644, 39.466012], [-75.16644, 36.540739]]]",US,Virginia,,,"Tangier, Morocco",MA,,pachalik de Tanger طنجة,Tangier,"['Tangier', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['pachalik de Tanger طنجة', 'UNK']","['Tangier', 'UNK']",['Tangier'],['MA'],['UNK'],['pachalik de Tanger طنجة'],['Tangier'],37.82,-75.99
333796,1275000902881996800,2020-06-22T09:41:18,en,167463440,,,,0.699,0,ORG,,"[{'label': 'CARDINAL', 'term': '5'}, {'label': 'TIME', 'term': '8 29pm'}]","[37.82, -75.99]",US,Virginia,Accomack County,,"[[[-83.67529, 36.540739], [-83.67529, 39.466012], [-75.16644, 39.466012], [-75.16644, 36.540739]]]",US,Virginia,,,"Tangier, Morocco",MA,,pachalik de Tanger طنجة,Tangier,"['Tangier', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['pachalik de Tanger طنجة', 'UNK']","['Tangier', 'UNK']",,,,,,37.82,-75.99
333797,1275000912306515968,2020-06-22T09:41:20,en,167463440,,,,0.745,0,ORG,,"[{'label': 'ORG', 'term': 'Tangier'}, {'label': 'TIME', 'term': '8 29pm'}]","[37.82, -75.99]",US,Virginia,Accomack County,,"[[[-83.67529, 36.540739], [-83.67529, 39.466012], [-75.16644, 39.466012], [-75.16644, 36.540739]]]",US,Virginia,,,"Tangier, Morocco",MA,,pachalik de Tanger طنجة,Tangier,"['Tangier', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['pachalik de Tanger طنجة', 'UNK']","['Tangier', 'UNK']",,,,,,37.82,-75.99
333805,1275001908445380609,2020-06-22T09:45:18,en,167463440,,,,0.676,0,ORG,,"[{'label': 'GPE', 'term': 'Tangier'}, {'label': 'QUANTITY', 'term': '7mph'}, {'label': 'QUANTITY', 'term': '1016mb'}]","[37.82, -75.99]",US,Virginia,Accomack County,,"[[[-83.67529, 36.540739], [-83.67529, 39.466012], [-75.16644, 39.466012], [-75.16644, 36.540739]]]",US,Virginia,,,"Tangier, Morocco",MA,,pachalik de Tanger طنجة,Tangier,"['Tangier', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['pachalik de Tanger طنجة', 'UNK']","['Tangier', 'UNK']",['Tangier'],['MA'],['UNK'],['pachalik de Tanger طنجة'],['Tangier'],37.82,-75.99
334414,1275112401164136449,2020-06-22T17:04:21,en,167463440,,,,0.676,0,ORG,,"[{'label': 'GPE', 'term': 'Tangier'}, {'label': 'CARDINAL', 'term': '78'}, {'label': 'QUANTITY', 'term': '8mph'}, {'label': 'QUANTITY', 'term': '1016mb'}]","[37.82, -75.99]",US,Virginia,Accomack County,,"[[[-83.67529, 36.540739], [-83.67529, 39.466012], [-75.16644, 39.466012], [-75.16644, 36.540739]]]",US,Virginia,,,"Tangier, Morocco",MA,,pachalik de Tanger طنجة,Tangier,"['Tangier', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['pachalik de Tanger طنجة', 'UNK']","['Tangier', 'UNK']",['Tangier'],['MA'],['UNK'],['pachalik de Tanger طنجة'],['Tangier'],37.82,-75.99
334986,1275223918022782977,2020-06-23T00:27:29,en,167463440,,,,0.763,0,ORG,,"[{'label': 'ORG', 'term': 'Tangier'}, {'label': 'DATE', 'term': '8 29pm'}]","[37.82, -75.99]",US,Virginia,Accomack County,,"[[[-83.67529, 36.540739], [-83.67529, 39.466012], [-75.16644, 39.466012], [-75.16644, 36.540739]]]",US,Virginia,,,"Tangier, Morocco",MA,,pachalik de Tanger طنجة,Tangier,"['Tangier', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['pachalik de Tanger طنجة', 'UNK']","['Tangier', 'UNK']",,,,,,37.82,-75.99
334988,1275224893324292096,2020-06-23T00:31:21,en,167463440,,,,0.659,0,ORG,,"[{'label': 'GPE', 'term': 'Tangier'}, {'label': 'QUANTITY', 'term': '13mph'}, {'label': 'CARDINAL', 'term': '1014'}]","[37.82, -75.99]",US,Virginia,Accomack County,,"[[[-83.67529, 36.540739], [-83.67529, 39.466012], [-75.16644, 39.466012], [-75.16644, 36.540739]]]",US,Virginia,,,"Tangier, Morocco",MA,,pachalik de Tanger طنجة,Tangier,"['Tangier', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['pachalik de Tanger طنجة', 'UNK']","['Tangier', 'UNK']",['Tangier'],['MA'],['UNK'],['pachalik de Tanger طنجة'],['Tangier'],37.82,-75.99
335498,1275363172455612417,2020-06-23T09:40:50,en,167463440,,,,0.745,0,ORG,,"[{'label': 'ORG', 'term': 'Tangier'}, {'label': 'TIME', 'term': '8 29pm'}]","[37.82, -75.99]",US,Virginia,Accomack County,,"[[[-83.67529, 36.540739], [-83.67529, 39.466012], [-75.16644, 39.466012], [-75.16644, 36.540739]]]",US,Virginia,,,"Tangier, Morocco",MA,,pachalik de Tanger طنجة,Tangier,"['Tangier', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['pachalik de Tanger طنجة', 'UNK']","['Tangier', 'UNK']",,,,,,37.82,-75.99
335510,1275364178643935233,2020-06-23T09:44:49,en,167463440,,,,0.676,0,ORG,,"[{'label': 'GPE', 'term': 'Tangier'}, {'label': 'CARDINAL', 'term': '88'}, {'label': 'QUANTITY', 'term': '9mph'}, {'label': 'CARDINAL', 'term': '1011'}]","[37.82, -75.99]",US,Virginia,Accomack County,,"[[[-83.67529, 36.540739], [-83.67529, 39.466012], [-75.16644, 39.466012], [-75.16644, 36.540739]]]",US,Virginia,,,"Tangier, Morocco",MA,,pachalik de Tanger طنجة,Tangier,"['Tangier', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['pachalik de Tanger طنجة', 'UNK']","['Tangier', 'UNK']",['Tangier'],['MA'],['UNK'],['pachalik de Tanger طنجة'],['Tangier'],37.82,-75.99
335843,1275419694393155588,2020-06-23T13:25:25,en,622821509,,,,0.928,0,UNK,,"[{'label': 'COVID-Entity', 'term': 'COVID'}, {'label': 'GPE', 'term': 'Dammam'}, {'label': 'PERSON', 'term': 'Ash Sharqiyah'}]","[26.383907, 50.120808]",SA,Eastern Region,,Dammam,"[[[49.767465, 26.145371], [49.767465, 26.561812], [50.221626, 26.561812], [50.221626, 26.145371]]]",SA,Eastern Region,,Dammam,الشرقية,MA,,,,,,,,,['Dammam'],['SA'],['Eastern Region'],['UNK'],['Dammam'],26.383907,50.120808
335845,1275419849070649345,2020-06-23T13:26:02,und,622821509,,,,0.795,0,UNK,,"[{'label': 'ORG', 'term': 'Dammam COVID 19 Drive thru Testing'}, {'label': 'GPE', 'term': 'Dammam'}, {'label': 'PERSON', 'term': 'Ash Sharqiyah'}]","[26.383703, 50.120676]",SA,Eastern Region,,Dammam,"[[[49.767465, 26.145371], [49.767465, 26.561812], [50.221626, 26.561812], [50.221626, 26.145371]]]",SA,Eastern Region,,Dammam,الشرقية,MA,,,,,,,,,['Dammam'],['SA'],['Eastern Region'],['UNK'],['Dammam'],26.383703,50.120676
336021,1275451418908831744,2020-06-23T15:31:29,en,595480443,,,,0.714,1,UNK,,"[{'label': 'PERSON', 'term': 'momandbaby foalandcolt'}, {'label': 'ORG', 'term': 'ilovehorses beautifulcreatures'}, {'label': 'PERSON', 'term': 'Plympton'}, {'label': 'GPE', 'term': 'Massachusetts'}]","[41.9528, -70.815]",US,Massachusetts,Plymouth County,,"[[[-73.508143, 41.187054], [-73.508143, 42.886824], [-69.858861, 42.886824], [-69.858861, 41.187054]]]",US,Massachusetts,,,MA,MA,,,,,,,,,['Massachusetts'],['US'],['Massachusetts'],['UNK'],['UNK'],41.9528,-70.815
336034,1275452777385193476,2020-06-23T15:36:53,en,65386810,,,,0.927,1,ORG,,"[{'label': 'PERSON', 'term': 'Ana'}, {'label': 'PERSON', 'term': 'Dora'}]","[42.7068, -71.1636]",US,Massachusetts,Essex County,Lawrence,"[[[-73.508143, 41.187054], [-73.508143, 42.886824], [-69.858861, 42.886824], [-69.858861, 41.187054]]]",US,Massachusetts,,,"LAWTOWN,MA ",MA,,,,,,,,,,,,,,42.7068,-71.1636
336142,1275474677972865024,2020-06-23T17:03:55,en,167463440,,,,0.678,0,ORG,,"[{'label': 'GPE', 'term': 'Tangier'}, {'label': 'CARDINAL', 'term': '78'}, {'label': 'QUANTITY', 'term': '8mph'}, {'label': 'QUANTITY', 'term': '1010'}]","[37.82, -75.99]",US,Virginia,Accomack County,,"[[[-83.67529, 36.540739], [-83.67529, 39.466012], [-75.16644, 39.466012], [-75.16644, 36.540739]]]",US,Virginia,,,"Tangier, Morocco",MA,,pachalik de Tanger طنجة,Tangier,"['Tangier', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['pachalik de Tanger طنجة', 'UNK']","['Tangier', 'UNK']",['Tangier'],['MA'],['UNK'],['pachalik de Tanger طنجة'],['Tangier'],37.82,-75.99
336188,1275479261655076865,2020-06-23T17:22:07,fr,1246047451682832384,,,,0.549,0,PER,M,"[{'label': 'MISC', 'term': 'Opration de dsinfection'}, {'label': 'MISC', 'term': 'SMA MARRAKECH AUXILIAIRE'}, {'label': 'ORG', 'term': 'Desinfection'}, {'label': 'MISC', 'term': 'Traitement intervention'}]","[31.6333, -8]",MA,,Pachalik de Marrakech,Marrakesh,"[[[-8.041966, 31.594183], [-8.041966, 31.698717], [-7.983023, 31.698717], [-7.983023, 31.594183]]]",MA,,Pachalik de Marrakech,arrondissement de Guéliz كليز,,,,,,,,,,,,,,,,31.6333,-8.0
336202,1275480114990592000,2020-06-23T17:25:31,en,38104382,,,,0.889,0,PER,M,"[{'label': 'ORG', 'term': 'n95 tuftsdental Tufts University School of Dental Medicine'}]","[42.35077, -71.06296]",US,Massachusetts,Suffolk County,Boston,"[[[-71.191421, 42.227797], [-71.191421, 42.399542], [-70.986004, 42.399542], [-70.986004, 42.227797]]]",US,Massachusetts,Suffolk County,Boston,MA,MA,,,,,,,,,,,,,,42.35077,-71.06296
336620,1275560483588845573,2020-06-23T22:44:52,en,595480443,,,,0.727,0,UNK,,"[{'label': 'ORG', 'term': 'ivebeeneverywhereman heresyoursign worldtravelers milesandmiles'}, {'label': 'GPE', 'term': 'Plympton'}, {'label': 'GPE', 'term': 'Massachusetts'}]","[41.9528, -70.815]",US,Massachusetts,Plymouth County,,"[[[-73.508143, 41.187054], [-73.508143, 42.886824], [-69.858861, 42.886824], [-69.858861, 41.187054]]]",US,Massachusetts,,,MA,MA,,,,,,,,,"['Plympton', 'Massachusetts']","['CA', 'US']","['Nova Scotia', 'Massachusetts']","['Digby County', 'UNK']","['UNK', 'UNK']",41.9528,-70.815
336760,1275586439636324354,2020-06-24T00:28:01,en,167463440,,,,0.763,0,ORG,,"[{'label': 'ORG', 'term': 'Tangier'}, {'label': 'DATE', 'term': '8 29pm'}]","[37.82, -75.99]",US,Virginia,Accomack County,,"[[[-83.67529, 36.540739], [-83.67529, 39.466012], [-75.16644, 39.466012], [-75.16644, 36.540739]]]",US,Virginia,,,"Tangier, Morocco",MA,,pachalik de Tanger طنجة,Tangier,"['Tangier', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['pachalik de Tanger طنجة', 'UNK']","['Tangier', 'UNK']",,,,,,37.82,-75.99
336763,1275587450316832769,2020-06-24T00:32:02,en,167463440,,,,0.618,0,ORG,,"[{'label': 'GPE', 'term': 'Tangier'}, {'label': 'CARDINAL', 'term': '78'}, {'label': 'QUANTITY', 'term': '17mph'}, {'label': 'CARDINAL', 'term': '1006'}]","[37.82, -75.99]",US,Virginia,Accomack County,,"[[[-83.67529, 36.540739], [-83.67529, 39.466012], [-75.16644, 39.466012], [-75.16644, 36.540739]]]",US,Virginia,,,"Tangier, Morocco",MA,,pachalik de Tanger طنجة,Tangier,"['Tangier', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['pachalik de Tanger طنجة', 'UNK']","['Tangier', 'UNK']",['Tangier'],['MA'],['UNK'],['pachalik de Tanger طنجة'],['Tangier'],37.82,-75.99
337279,1275725944427294726,2020-06-24T09:42:21,en,167463440,,,,0.695,0,ORG,,"[{'label': 'CARDINAL', 'term': '5'}, {'label': 'TIME', 'term': '8 29pm'}]","[37.82, -75.99]",US,Virginia,Accomack County,,"[[[-83.67529, 36.540739], [-83.67529, 39.466012], [-75.16644, 39.466012], [-75.16644, 36.540739]]]",US,Virginia,,,"Tangier, Morocco",MA,,pachalik de Tanger طنجة,Tangier,"['Tangier', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['pachalik de Tanger طنجة', 'UNK']","['Tangier', 'UNK']",,,,,,37.82,-75.99
337289,1275726966658928642,2020-06-24T09:46:25,en,167463440,,,,0.616,0,ORG,,"[{'label': 'GPE', 'term': 'Tangier'}, {'label': 'CARDINAL', 'term': '83'}, {'label': 'QUANTITY', 'term': '15mph'}, {'label': 'QUANTITY', 'term': '1007'}]","[37.82, -75.99]",US,Virginia,Accomack County,,"[[[-83.67529, 36.540739], [-83.67529, 39.466012], [-75.16644, 39.466012], [-75.16644, 36.540739]]]",US,Virginia,,,"Tangier, Morocco",MA,,pachalik de Tanger طنجة,Tangier,"['Tangier', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['pachalik de Tanger طنجة', 'UNK']","['Tangier', 'UNK']",['Tangier'],['MA'],['UNK'],['pachalik de Tanger طنجة'],['Tangier'],37.82,-75.99
338103,1275902768298016770,2020-06-24T21:24:59,en,65386810,,,,0.808,-1,ORG,,"[{'label': 'GPE', 'term': 'Lawrence'}]","[42.7068, -71.1636]",US,Massachusetts,Essex County,Lawrence,"[[[-73.508143, 41.187054], [-73.508143, 42.886824], [-69.858861, 42.886824], [-69.858861, 41.187054]]]",US,Massachusetts,,,"LAWTOWN,MA ",MA,,,,,,,,,['Lawrence'],['US'],['South Dakota'],['Lawrence County'],['UNK'],42.7068,-71.1636
338329,1275948657360072704,2020-06-25T00:27:20,en,167463440,,,,0.763,0,ORG,,"[{'label': 'ORG', 'term': 'Tangier'}, {'label': 'DATE', 'term': '8 29pm'}]","[37.82, -75.99]",US,Virginia,Accomack County,,"[[[-83.67529, 36.540739], [-83.67529, 39.466012], [-75.16644, 39.466012], [-75.16644, 36.540739]]]",US,Virginia,,,"Tangier, Morocco",MA,,pachalik de Tanger طنجة,Tangier,"['Tangier', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['pachalik de Tanger طنجة', 'UNK']","['Tangier', 'UNK']",,,,,,37.82,-75.99
338334,1275949740912332800,2020-06-25T00:31:38,en,167463440,,,,0.68,0,ORG,,"[{'label': 'GPE', 'term': 'Tangier'}, {'label': 'CARDINAL', 'term': '54'}, {'label': 'QUANTITY', 'term': '5mph'}, {'label': 'CARDINAL', 'term': '1012'}]","[37.82, -75.99]",US,Virginia,Accomack County,,"[[[-83.67529, 36.540739], [-83.67529, 39.466012], [-75.16644, 39.466012], [-75.16644, 36.540739]]]",US,Virginia,,,"Tangier, Morocco",MA,,pachalik de Tanger طنجة,Tangier,"['Tangier', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['pachalik de Tanger طنجة', 'UNK']","['Tangier', 'UNK']",['Tangier'],['MA'],['UNK'],['pachalik de Tanger طنجة'],['Tangier'],37.82,-75.99
338613,1276023720063033345,2020-06-25T05:25:36,en,167463440,,,,0.683,0,ORG,,"[{'label': 'CARDINAL', 'term': '54'}, {'label': 'QUANTITY', 'term': '5mph gt 13mph'}]","[37.82, -75.99]",US,Virginia,Accomack County,,"[[[-83.67529, 36.540739], [-83.67529, 39.466012], [-75.16644, 39.466012], [-75.16644, 36.540739]]]",US,Virginia,,,"Tangier, Morocco",MA,,pachalik de Tanger طنجة,Tangier,"['Tangier', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['pachalik de Tanger طنجة', 'UNK']","['Tangier', 'UNK']",,,,,,37.82,-75.99
338873,1276088223026958338,2020-06-25T09:41:55,en,167463440,,,,0.741,0,ORG,,"[{'label': 'ORG', 'term': 'Tangier'}, {'label': 'CARDINAL', 'term': '5'}, {'label': 'CARDINAL', 'term': '8'}]","[37.82, -75.99]",US,Virginia,Accomack County,,"[[[-83.67529, 36.540739], [-83.67529, 39.466012], [-75.16644, 39.466012], [-75.16644, 36.540739]]]",US,Virginia,,,"Tangier, Morocco",MA,,pachalik de Tanger طنجة,Tangier,"['Tangier', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['pachalik de Tanger طنجة', 'UNK']","['Tangier', 'UNK']",,,,,,37.82,-75.99
338878,1276089248794292224,2020-06-25T09:46:00,en,167463440,,,,0.671,0,ORG,,"[{'label': 'GPE', 'term': 'Tangier'}, {'label': 'CARDINAL', 'term': '94'}, {'label': 'QUANTITY', 'term': '5mph'}, {'label': 'CARDINAL', 'term': '1014'}]","[37.82, -75.99]",US,Virginia,Accomack County,,"[[[-83.67529, 36.540739], [-83.67529, 39.466012], [-75.16644, 39.466012], [-75.16644, 36.540739]]]",US,Virginia,,,"Tangier, Morocco",MA,,pachalik de Tanger طنجة,Tangier,"['Tangier', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['pachalik de Tanger طنجة', 'UNK']","['Tangier', 'UNK']",['Tangier'],['MA'],['UNK'],['pachalik de Tanger طنجة'],['Tangier'],37.82,-75.99
339440,1276199610944385024,2020-06-25T17:04:32,en,167463440,,,,0.657,0,ORG,,"[{'label': 'GPE', 'term': 'Tangier'}, {'label': 'CARDINAL', 'term': '69'}, {'label': 'QUANTITY', 'term': '7mph'}, {'label': 'QUANTITY', 'term': '1016mb'}]","[37.82, -75.99]",US,Virginia,Accomack County,,"[[[-83.67529, 36.540739], [-83.67529, 39.466012], [-75.16644, 39.466012], [-75.16644, 36.540739]]]",US,Virginia,,,"Tangier, Morocco",MA,,pachalik de Tanger طنجة,Tangier,"['Tangier', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['pachalik de Tanger طنجة', 'UNK']","['Tangier', 'UNK']",['Tangier'],['MA'],['UNK'],['pachalik de Tanger طنجة'],['Tangier'],37.82,-75.99
339896,1276293282914500609,2020-06-25T23:16:45,fr,264912352,,,,0.947,1,PER,M,"[{'label': 'PERSON', 'term': 'Lquipe Aido'}, {'label': 'PERSON', 'term': 'Hros'}, {'label': 'MISC', 'term': 'Covid 19 Vous avez assur'}, {'label': 'MISC', 'term': 'Grand Merci vous Dsormais'}]","[33.58667525, -7.63078294]",MA,,préfecture d'arrondissements de Casablanca-Anfa عمالة مقاطعات الدار البيضاء أنفا,Casablanca,"[[[-7.661346, 33.549119], [-7.661346, 33.591088], [-7.610821, 33.591088], [-7.610821, 33.549119]]]",MA,,Pachalik de Casablanca,arrondissement d'El Maarif مقاطعة المعاريف,Casablanca Maroc,MA,,,,['Mohammed V'],['MA'],['UNK'],['Pachalik de Nouaceur باشوية النواصر'],['UNK'],,,,,,33.58667525,-7.63078294
339956,1276309941272354825,2020-06-26T00:22:57,fr,1246047451682832384,,,,0.881,-1,PER,M,"[{'label': 'MISC', 'term': 'Opration de dsinfection'}, {'label': 'ORG', 'term': 'Marrakech Majorel'}, {'label': 'LOC', 'term': 'Marrakech Auxiliaire'}, {'label': 'MISC', 'term': 'Pro'}, {'label': 'MISC', 'term': 'Desinfection'}]","[31.6333, -8]",MA,,Pachalik de Marrakech,Marrakesh,"[[[-8.041966, 31.594183], [-8.041966, 31.698717], [-7.983023, 31.698717], [-7.983023, 31.594183]]]",MA,,Pachalik de Marrakech,arrondissement de Guéliz كليز,,,,,,,,,,,,,,,,31.6333,-8.0
339962,1276311229628166144,2020-06-26T00:28:04,en,167463440,,,,0.763,0,ORG,,"[{'label': 'ORG', 'term': 'Tangier'}, {'label': 'DATE', 'term': '8 29pm'}]","[37.82, -75.99]",US,Virginia,Accomack County,,"[[[-83.67529, 36.540739], [-83.67529, 39.466012], [-75.16644, 39.466012], [-75.16644, 36.540739]]]",US,Virginia,,,"Tangier, Morocco",MA,,pachalik de Tanger طنجة,Tangier,"['Tangier', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['pachalik de Tanger طنجة', 'UNK']","['Tangier', 'UNK']",,,,,,37.82,-75.99
339965,1276312333594144768,2020-06-26T00:32:27,en,167463440,,,,0.611,0,ORG,,"[{'label': 'GPE', 'term': 'Tangier'}, {'label': 'CARDINAL', 'term': '74'}, {'label': 'QUANTITY', 'term': '8mph'}, {'label': 'CARDINAL', 'term': '1015'}]","[37.82, -75.99]",US,Virginia,Accomack County,,"[[[-83.67529, 36.540739], [-83.67529, 39.466012], [-75.16644, 39.466012], [-75.16644, 36.540739]]]",US,Virginia,,,"Tangier, Morocco",MA,,pachalik de Tanger طنجة,Tangier,"['Tangier', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['pachalik de Tanger طنجة', 'UNK']","['Tangier', 'UNK']",['Tangier'],['MA'],['UNK'],['pachalik de Tanger طنجة'],['Tangier'],37.82,-75.99
340415,1276450711836884993,2020-06-26T09:42:19,en,167463440,,,,0.741,0,ORG,,"[{'label': 'ORG', 'term': 'Tangier'}, {'label': 'CARDINAL', 'term': '5'}, {'label': 'CARDINAL', 'term': '8'}]","[37.82, -75.99]",US,Virginia,Accomack County,,"[[[-83.67529, 36.540739], [-83.67529, 39.466012], [-75.16644, 39.466012], [-75.16644, 36.540739]]]",US,Virginia,,,"Tangier, Morocco",MA,,pachalik de Tanger طنجة,Tangier,"['Tangier', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['pachalik de Tanger طنجة', 'UNK']","['Tangier', 'UNK']",,,,,,37.82,-75.99
340421,1276451730624884736,2020-06-26T09:46:22,en,167463440,,,,0.677,0,ORG,,"[{'label': 'GPE', 'term': 'Tangier'}, {'label': 'CARDINAL', 'term': '78'}, {'label': 'QUANTITY', 'term': '13mph'}, {'label': 'QUANTITY', 'term': '1017mb'}]","[37.82, -75.99]",US,Virginia,Accomack County,,"[[[-83.67529, 36.540739], [-83.67529, 39.466012], [-75.16644, 39.466012], [-75.16644, 36.540739]]]",US,Virginia,,,"Tangier, Morocco",MA,,pachalik de Tanger طنجة,Tangier,"['Tangier', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['pachalik de Tanger طنجة', 'UNK']","['Tangier', 'UNK']",['Tangier'],['MA'],['UNK'],['pachalik de Tanger طنجة'],['Tangier'],37.82,-75.99
340486,1276463760966914048,2020-06-26T10:34:10,fr,415681131,,,,0.595,0,PER,M,"[{'label': 'MISC', 'term': 'summervibes covid'}, {'label': 'LOC', 'term': 'Morocco sunshine'}]","[31.61319751, -7.98609373]",MA,,Pachalik de Méchouar Kasba,Mechouar Kasbah,"[[[-8.013858, 31.573062], [-8.013858, 31.619827], [-7.964692, 31.619827], [-7.964692, 31.573062]]]",MA,,Pachalik de Méchouar Kasba,Mechouar Kasbah,"Marrakesh, Morocco",MA,,Pachalik de Marrakech,Marrakesh,['medina'],['SA'],['Al Madinah Region'],['UNK'],['UNK'],['Morocco sunshine'],['US'],['Indiana'],['Newton County'],['UNK'],31.61319751,-7.98609373
