,tweet_id,date_time,lang,user_id,retweeted_id,quoted_id,in_reply_to_id,sentiment_conf,sentiment_label,user_type,gender_label,tweet_text_named_entities,geo_coordinates_lat_lon,geo_country_code,geo_state,geo_county,geo_city,place_bounding_box,place_country_code,place_state,place_county,place_city,user_loc_toponym,user_loc_country_code,user_loc_state,user_loc_county,user_loc_city,User_profile_description_toponyms,user_profile_description_country_code,user_profile_description_state,user_profile_description_county,user_profile_description_city,tweet_text_toponyms,tweet_text_country_code,tweet_text_state,tweet_text_county,tweet_text_city,geo_coord_latitude,geo_coord_longitude
4743869,1224953898357678081,2020-02-05T07:12:22,en,1152221257515114500,,,,0.59,-1,UNK,,"[{'label': 'ORG', 'term': 'CoronaVirus China Restricts Visas To Nigerians Flextv Entertainment'}]","[52.28264846, -0.58694829]",GB,England,Northamptonshire,East Northamptonshire,"[[[-0.630896, 52.272826], [-0.630896, 52.306187], [-0.576756, 52.306187], [-0.576756, 52.272826]]]",GB,England,Northamptonshire,East Northamptonshire,,,,,,,,,,,,,,,,52.28264846,-0.58694829
4744022,1224953966104141824,2020-02-05T07:12:38,en,2731132290,,,,0.41,0,PER,M,"[{'label': 'GPE', 'term': 'china'}, {'label': 'CARDINAL', 'term': '663'}, {'label': 'CARDINAL', 'term': '257'}, {'label': 'DATE', 'term': 'more than 2 years'}, {'label': 'DATE', 'term': 'last 10 years'}]","[25.1994, 55.2741]",AE,Dubai,,Dubai,"[[[54.893973, 24.618253], [54.893973, 25.368672], [56.208372, 25.368672], [56.208372, 24.618253]]]",AE,Dubai,,,Pakistan,PK,,,,,,,,,['china'],['CN'],['UNK'],['UNK'],['UNK'],25.1994,55.2741
4744528,1224954192923516930,2020-02-05T07:13:32,en,138418838,,,,0.455,0,PER,F,"[{'label': 'ORG', 'term': 'Coronavirus Thailand'}, {'label': 'CARDINAL', 'term': '71'}]","[51.50413561, -0.13608912]",GB,England,,Westminster,"[[[-0.187894, 51.483718], [-0.187894, 51.516466], [-0.109978, 51.516466], [-0.109978, 51.483718]]]",GB,England,,City of London,Americas United Kingdom,GB,England,Rutland,,['Americas United Kingdom'],['GB'],['England'],['Rutland'],['UNK'],,,,,,51.50413561,-0.13608912
4745802,1224954751223324672,2020-02-05T07:15:45,it,3297923315,,,,0.54,-1,PER,M,"[{'label': 'MISC', 'term': 'chimatown london'}, {'label': 'LOC', 'term': 'China Town Soho'}]","[51.42083178, -0.14377562]",GB,England,,London,"[[[-0.259465, 51.417277], [-0.259465, 51.486036], [-0.127974, 51.486036], [-0.127974, 51.417277]]]",GB,England,,London,,,,,,,,,,,['China Town Soho'],['CN'],['UNK'],['UNK'],['Shanghai'],51.42083178,-0.14377562
4747297,1224955384814882816,2020-02-05T07:18:16,en,1316862031,,,,0.763,0,UNK,,"[{'label': 'PERSON', 'term': 'aljazeera Coronavirus'}]","[52.232222, 21.008333]",PL,Masovian Voivodeship,,Warsaw,"[[[20.852552, 52.097709], [20.852552, 52.367962], [21.271028, 52.367962], [21.271028, 52.097709]]]",PL,Masovian Voivodeship,,Warsaw,,,,,,,,,,,,,,,,52.232222,21.008333
4748980,1224956168797401091,2020-02-05T07:21:23,en,88164343,,,,0.746,0,PER,F,"[{'label': 'ORG', 'term': 'RAMKY Project'}, {'label': 'GPE', 'term': 'SriNagar Village'}, {'label': 'GPE', 'term': 'Tukkuguda'}, {'label': 'PRODUCT', 'term': 'Maheshwaram 2BHK'}, {'label': 'ORG', 'term': 'Flat Hyderabad Residential Property'}]","[17.18140233, 78.48295567]",IN,Telangana,Maheswaram mandal,,"[[[67.997691, 6.622513], [67.997691, 33.254896], [97.170672, 33.254896], [97.170672, 6.622513]]]",IN,,,,India,IN,,,,['India'],['IN'],['UNK'],['UNK'],['UNK'],"['SriNagar Village', 'Tukkuguda']","['IN', 'IN']","['Bihar', 'Telangana']","['Srinagar', 'Maheswaram mandal']","['UNK', 'UNK']",17.18140233,78.48295567
4754806,1224958691675443200,2020-02-05T07:31:25,en,2401744934,,,,0.729,-1,GPE,,"[{'label': 'ORG', 'term': 'starbucks'}, {'label': 'GPE', 'term': 'Shanghai'}, {'label': 'GPE', 'term': 'China'}]","[31.2, 121.5]",CN,,,Pudong,"[[[120.858322, 30.69094], [120.858322, 31.86889], [121.9733, 31.86889], [121.9733, 30.69094]]]",CN,,,,"上海, 中华人民共和国",CN,,,Shanghai,,,,,,"['Shanghai', 'China']","['CN', 'CN']","['UNK', 'UNK']","['UNK', 'UNK']","['Shanghai', 'UNK']",31.2,121.5
4755585,1224959034106601473,2020-02-05T07:32:47,en,15692330,,,,0.494,-1,PER,F,"[{'label': 'PERCENT', 'term': 'only about 70 percent'}, {'label': 'GPE', 'term': 'Bangkok'}, {'label': 'PERSON', 'term': 'traveldiary travelsafety'}, {'label': 'GPE', 'term': 'Bangkok'}]","[13.7595474, 100.497424]",TH,Bangkok,Phra Nakhon District,Talat Yot Subdistrict,"[[[100.494335, 13.757552], [100.494335, 13.762796], [100.500201, 13.762796], [100.500201, 13.757552]]]",TH,Bangkok,Phra Nakhon District,Talat Yot Subdistrict,,,,,,"['US', 'China']","['US', 'CN']","['UNK', 'UNK']","['UNK', 'UNK']","['UNK', 'UNK']","['Bangkok', 'Bangkok']","['TH', 'TH']","['Bangkok', 'Bangkok']","['UNK', 'UNK']","['UNK', 'UNK']",13.7595474,100.497424
4780010,1224969294141739010,2020-02-05T08:13:33,en,2373691687,,,,0.907,-1,ORG,,"[{'label': 'COVID-Entity', 'term': 'Coronavirus'}, {'label': 'ORG', 'term': 'Social Media Censors Into Overdrive'}, {'label': 'NORP', 'term': 'Asian'}]","[12.9366966, 100.9309878]",TH,Chon Buri Province,,,"[[[100.663119, 12.771393], [100.663119, 13.086652], [101.102689, 13.086652], [101.102689, 12.771393]]]",TH,Chon Buri Province,,,"Pattaya, Thailand",TH,Chon Buri Province,,Pattaya,,,,,,,,,,,12.9366966,100.9309878
4781213,1224969789505970176,2020-02-05T08:15:31,en,2785542297,,,,0.631,-1,ORG,,"[{'label': 'LOC', 'term': 'Asia'}]","[22.28060578, 114.12727372]",CN,Hong Kong,,Hong Kong Island,"[[[114.109911, 22.252085], [114.109911, 22.301655], [114.169855, 22.301655], [114.169855, 22.252085]]]",CN,Hong Kong,,,Hong Kong,CN,Hong Kong,,,,,,,,,,,,,22.28060578,114.12727372
4781543,1224969927510986752,2020-02-05T08:16:04,en,138418838,,,,0.542,-1,PER,F,"[{'label': 'NORP', 'term': 'Stigmabase Irish'}, {'label': 'NORP', 'term': 'Irish'}]","[53.36853317, -6.28034668]",IE,,County Dublin,Dublin,"[[[-6.387438, 53.298745], [-6.387438, 53.41106], [-6.107805, 53.41106], [-6.107805, 53.298745]]]",IE,,County Dublin,Dublin,Americas United Kingdom,GB,England,Rutland,,['Americas United Kingdom'],['GB'],['England'],['Rutland'],['UNK'],,,,,,53.36853317,-6.28034668
4782225,1224970243816218625,2020-02-05T08:17:19,it,1075346981722210309,,,,0.654,0,UNK,,"[{'label': 'COVID-Entity', 'term': 'Coronavirus'}]","[38.86610997, 16.69810295]",IT,Calabria,Catanzaro,Simeri Crichi,"[[[16.620953, 38.849687], [16.620953, 38.966765], [16.711003, 38.966765], [16.711003, 38.849687]]]",IT,Calabria,Catanzaro,Simeri Crichi,"Simeri Crichi, Calabria",IT,Calabria,Catanzaro,Simeri Crichi,['Farmacia'],['IT'],['Veneto'],['Padova'],['UNK'],,,,,,38.86610997,16.69810295
4783009,1224970603066687489,2020-02-05T08:18:45,en,706171483421282304,,,,0.525,0,ORG,,"[{'label': 'CARDINAL', 'term': '5'}, {'label': 'PERSON', 'term': 'Lassa'}, {'label': 'GPE', 'term': 'Nigeria'}, {'label': 'ORG', 'term': 'The Nigeria Centre for Disease Control'}]","[6.43579154, 3.46982522]",NG,,Eti Osa,,"[[[3.402322, 6.396264], [3.402322, 6.486797], [3.601369, 6.486797], [3.601369, 6.396264]]]",NG,,Eti Osa,,"Lagos, Nigeria",NG,,,,,,,,,['Nigeria'],['NG'],['UNK'],['UNK'],['UNK'],6.43579154,3.46982522
4786983,1224972221178925056,2020-02-05T08:25:11,en,233174284,,,,0.707,0,PER,M,"[{'label': 'ORG', 'term': 'singapore Citibank Asia Square Tower One'}]","[1.27907725, 103.85157549]",SG,,Central,Singapore,"[[[103.74996, 1.212314], [103.74996, 1.368745], [103.918427, 1.368745], [103.918427, 1.212314]]]",SG,,,,Singapore,SG,,,,['Singapore Living'],['PH'],['UNK'],['UNK'],['Parañaque'],,,,,,1.27907725,103.85157549
4792140,1224974456155623425,2020-02-05T08:34:03,en,853007708814954496,,,,0.543,0,PER,F,"[{'label': 'GPE', 'term': 'San Francisco'}, {'label': 'GPE', 'term': 'San Jose'}, {'label': 'ORG', 'term': 'San Francisco Chronicle'}, {'label': 'CARDINAL', 'term': 'Five'}, {'label': 'GPE', 'term': 'San Jose'}, {'label': 'ORG', 'term': 'ErinAllday GoodSamaritanHospital SanJose'}]","[37.7485909, -122.4190191]",US,California,San Francisco,San Francisco,"[[[-122.514926, 37.708075], [-122.514926, 37.833238], [-122.357031, 37.833238], [-122.357031, 37.708075]]]",US,California,San Francisco,,"San Francisco, CA",US,California,San Francisco,,,,,,,"['San Francisco', 'San Jose', 'San Jose']","['PH', 'CR', 'CR']","['Cebu', 'San Jose Province', 'San Jose Province']","['UNK', 'UNK', 'UNK']","['UNK', 'UNK', 'UNK']",37.7485909,-122.4190191
4792393,1224974561327886336,2020-02-05T08:34:29,en,1897837267,,,,0.583,1,ORG,,"[{'label': 'PERSON', 'term': 'whiteC 7photography'}, {'label': 'ORG', 'term': 'Mallampalli'}, {'label': 'GPE', 'term': 'Andhra Pradesh'}, {'label': 'GPE', 'term': 'India'}]","[18.1167, 79.85]",IN,Telangana,Atmakur mandal,,"[[[67.997691, 6.622513], [67.997691, 33.254896], [97.170672, 33.254896], [97.170672, 6.622513]]]",IN,,,,"Warangal Hamamkonda, India",IN,,,,,,,,,"['Andhra Pradesh', 'India']","['IN', 'IN']","['Andhra Pradesh', 'UNK']","['UNK', 'UNK']","['UNK', 'UNK']",18.1167,79.85
4795848,1224976080416772096,2020-02-05T08:40:31,en,88164343,,,,0.856,0,PER,F,,"[17.69848795, 83.15955162]",IN,Andhra Pradesh,Gajuwaka,,"[[[83.117424, 17.578131], [83.117424, 17.872261], [83.418019, 17.872261], [83.418019, 17.578131]]]",IN,Andhra Pradesh,Visakhapatnam (Urban),Visakhapatnam,India,IN,,,,['India'],['IN'],['UNK'],['UNK'],['UNK'],,,,,,17.69848795,83.15955162
4795873,1224976088406749184,2020-02-05T08:40:33,en,1966665852,,,,0.7,-1,ORG,,"[{'label': 'NORP', 'term': 'Belgian'}, {'label': 'GPE', 'term': 'Wuhan'}, {'label': 'NORP', 'term': 'Brits'}]","[52.48416375, -1.89943716]",GB,England,West Midlands Combined Authority,Birmingham,"[[[-2.033651, 52.381063], [-2.033651, 52.60687], [-1.74763, 52.60687], [-1.74763, 52.381063]]]",GB,England,West Midlands Combined Authority,Birmingham,"Birmingham, UK",GB,England,West Midlands Combined Authority,Birmingham,"['Birmingham', 'UK']","['US', 'GB']","['Pennsylvania', 'UNK']","['Huntingdon County', 'UNK']","['UNK', 'UNK']",['Wuhan'],['CN'],['Hubei'],"[""Jiang'an District""]",['Wuhan'],52.48416375,-1.89943716
4796150,1224976214433181697,2020-02-05T08:41:03,en,1322361314,,,,0.47,0,PER,M,"[{'label': 'PERSON', 'term': 'teachersofinstagram'}, {'label': 'COVID-Entity', 'term': 'corona'}]","[22.2826, 114.158]",CN,Hong Kong,,Hong Kong Island,"[[[114.109911, 22.252085], [114.109911, 22.301655], [114.169855, 22.301655], [114.169855, 22.252085]]]",CN,Hong Kong,,,Hong Kong,CN,Hong Kong,,,,,,,,,,,,,22.2826,114.158
4798682,1224977289991073794,2020-02-05T08:45:19,en,88164343,,,,0.844,0,PER,F,"[{'label': 'PERSON', 'term': 'Nandanavanam Residential'}, {'label': 'ORG', 'term': 'ForSale at Duvvada'}]","[17.69581077, 83.14638372]",IN,Andhra Pradesh,Gajuwaka,,"[[[83.117424, 17.578131], [83.117424, 17.872261], [83.418019, 17.872261], [83.418019, 17.578131]]]",IN,Andhra Pradesh,Visakhapatnam (Urban),Visakhapatnam,India,IN,,,,['India'],['IN'],['UNK'],['UNK'],['UNK'],,,,,,17.69581077,83.14638372
4803948,1224979357652795397,2020-02-05T08:53:32,en,45768931,,,,0.833,-1,GPE,,"[{'label': 'ORG', 'term': 'HKFP Coronavirus'}, {'label': 'GPE', 'term': 'US'}, {'label': 'GPE', 'term': 'Hong Kong'}]","[22.28292, 114.1384378]",CN,Hong Kong,,Hong Kong Island,"[[[114.109911, 22.252085], [114.109911, 22.301655], [114.169855, 22.301655], [114.169855, 22.252085]]]",CN,Hong Kong,,,Hong Kong,CN,Hong Kong,,,['Hong Kong News'],['CN'],['Hong Kong'],['Sai Kung District'],['UNK'],"['US', 'Hong Kong']","['US', 'CN']","['UNK', 'Hong Kong']","['UNK', 'UNK']","['UNK', 'UNK']",22.28292,114.1384378
4809810,1224981620605644800,2020-02-05T09:02:32,en,208056970,,,,0.791,-1,PER,F,"[{'label': 'ORG', 'term': 'UTC 7'}, {'label': 'GPE', 'term': 'N Korea'}, {'label': 'GPE', 'term': 'Pyongyang'}, {'label': 'NORP', 'term': 'North Koreans'}]","[49.24963985, -123.12713019]",CA,British Columbia,,Vancouver,"[[[-123.224215, 49.19854], [-123.224215, 49.316738], [-123.022947, 49.316738], [-123.022947, 49.19854]]]",CA,British Columbia,,Vancouver,WORLDWIDE,GB,England,Greater Manchester,Manchester,,,,,,"['N Korea', 'Pyongyang']","['KP', 'KP']","['UNK', 'UNK']","['UNK', 'UNK']","['UNK', 'Pyongyang']",49.24963985,-123.12713019
4815486,1224984016387837954,2020-02-05T09:12:03,en,185789961,,,,0.803,-1,ORG,,"[{'label': 'PERSON', 'term': 'Stigma'}, {'label': 'ORG', 'term': 'The World Health Organization'}, {'label': 'DATE', 'term': 'Tuesday'}]","[45.63697547, -73.56726563]",CA,Quebec,Urban agglomeration of Montreal,Montreal,"[[[-73.972965, 45.410095], [-73.972965, 45.705566], [-73.473085, 45.705566], [-73.473085, 45.410095]]]",CA,Quebec,,,Worldwide,GB,England,Greater Manchester,Manchester,,,,,,,,,,,45.63697547,-73.56726563
4819590,1224985698819878913,2020-02-05T09:18:44,tl,1414750496,,,,0.707,0,PER,M,"[{'label': 'PERSON', 'term': 'corona cure dua'}, {'label': 'GPE', 'term': 'Nagpur'}, {'label': 'GPE', 'term': 'Maharashtra'}, {'label': 'GPE', 'term': 'India'}]","[21.0427707, 79.0557994]",IN,Maharashtra,Nagpur Rural Taluka,Nagpur,"[[[78.861222, 20.755232], [78.861222, 21.221285], [79.204359, 21.221285], [79.204359, 20.755232]]]",IN,Maharashtra,,Nagpur,"Latur, India",IN,Maharashtra,,,,,,,,"['Nagpur', 'Maharashtra', 'India']","['IN', 'IN', 'IN']","['Maharashtra', 'Maharashtra', 'UNK']","['UNK', 'UNK', 'UNK']","['Nagpur', 'UNK', 'UNK']",21.0427707,79.0557994
4831388,1224990467714093056,2020-02-05T09:37:41,es,1856910546,,,,0.868,-1,UNK,,"[{'label': 'MISC', 'term': 'MWC 2020'}, {'label': 'MISC', 'term': 'ZTE'}]","[37.4, -5.97]",ES,Andalusia,Sevilla,Seville,"[[[-6.02843, 37.313613], [-6.02843, 37.452783], [-5.81866, 37.452783], [-5.81866, 37.313613]]]",ES,Andalusia,Sevilla,,sevilla,CO,Valle del Cauca,Sevilla,,,,,,,,,,,,37.4,-5.97
4840289,1224994022197993472,2020-02-05T09:51:48,en,1063657132862709760,,,,0.782,0,UNK,,"[{'label': 'PERSON', 'term': 'Jaggampeta'}]","[17.17484, 82.06242]",IN,Andhra Pradesh,,,"[[[76.76081, 12.622344], [76.76081, 19.165472], [84.768782, 19.165472], [84.768782, 12.622344]]]",IN,Andhra Pradesh,,,,,,,,,,,,,,,,,,17.17484,82.06242
4847269,1224996722289414147,2020-02-05T10:02:32,en,208056970,,,,0.872,-1,PER,F,"[{'label': 'ORG', 'term': 'UTC'}, {'label': 'GPE', 'term': 'China'}, {'label': 'NORP', 'term': 'British'}, {'label': 'GPE', 'term': 'China'}, {'label': 'NORP', 'term': 'British'}]","[49.22826439, -123.04986139]",CA,British Columbia,Metro Vancouver,Vancouver,"[[[-123.224215, 49.19854], [-123.224215, 49.316738], [-123.022947, 49.316738], [-123.022947, 49.19854]]]",CA,British Columbia,,Vancouver,WORLDWIDE,GB,England,Greater Manchester,Manchester,,,,,,"['China', 'China']","['CN', 'CN']","['UNK', 'UNK']","['UNK', 'UNK']","['UNK', 'UNK']",49.22826439,-123.04986139
4847273,1224996723392540672,2020-02-05T10:02:32,en,208056970,,,,0.771,0,PER,F,"[{'label': 'ORG', 'term': 'UTC'}, {'label': 'GPE', 'term': 'China'}, {'label': 'CARDINAL', 'term': 'At least 128'}, {'label': 'GPE', 'term': 'China'}]","[49.22826439, -123.04986139]",CA,British Columbia,Metro Vancouver,Vancouver,"[[[-123.224215, 49.19854], [-123.224215, 49.316738], [-123.022947, 49.316738], [-123.022947, 49.19854]]]",CA,British Columbia,,Vancouver,WORLDWIDE,GB,England,Greater Manchester,Manchester,,,,,,"['China', 'China']","['CN', 'CN']","['UNK', 'UNK']","['UNK', 'UNK']","['UNK', 'UNK']",49.22826439,-123.04986139
4849582,1224997611284779010,2020-02-05T10:06:04,en,546841509,,,,0.833,-1,PER,F,"[{'label': 'CARDINAL', 'term': 'Two'}, {'label': 'LOC', 'term': 'Asia'}, {'label': 'CARDINAL', 'term': 'more than 5,000'}]","[45.5236111, -122.675]",US,Oregon,,Portland,"[[[-122.790065, 45.421863], [-122.790065, 45.650941], [-122.471751, 45.650941], [-122.471751, 45.421863]]]",US,Oregon,,Portland,World Wide,CN,Hong Kong,Sha Tin District,,['Nigeria'],['NG'],['UNK'],['UNK'],['UNK'],,,,,,45.5236111,-122.675
4849858,1224997716079665153,2020-02-05T10:06:29,en,737941226956038144,,,,0.771,0,UNK,,"[{'label': 'GPE', 'term': 'vizag'}]","[18.57331, 83.35884]",IN,Andhra Pradesh,Bobbili,,"[[[83.337769, 18.565427], [83.337769, 18.581105], [83.367342, 18.581105], [83.367342, 18.565427]]]",IN,Andhra Pradesh,Bobbili,,"Hyderabad, India",IN,Telangana,,,,,,,,['vizag'],['IN'],['Andhra Pradesh'],['Visakhapatnam (Urban)'],['Visakhapatnam'],18.57331,83.35884
4854431,1224999490668716034,2020-02-05T10:13:32,en,88164343,,,,0.858,0,PER,F,,"[16.76768631, 78.53782654]",IN,Telangana,Veldanda mandal,,"[[[76.76081, 12.622344], [76.76081, 19.165472], [84.768782, 19.165472], [84.768782, 12.622344]]]",IN,Andhra Pradesh,,,India,IN,,,,['India'],['IN'],['UNK'],['UNK'],['UNK'],,,,,,16.76768631,78.53782654
4857179,1225000567497482240,2020-02-05T10:17:49,en,626500755,,,,0.441,1,PER,M,"[{'label': 'GPE', 'term': 'South Africa'}, {'label': 'COVID-Entity', 'term': 'Corona'}, {'label': 'PERSON', 'term': 'Eshowe Eshowe'}]","[-28.8833, 31.4667]",ZA,KwaZulu-Natal,King Cetswayo District Municipality,uMlalazi Local Municipality,"[[[31.431611, -28.911967], [31.431611, -28.863752], [31.505573, -28.863752], [31.505573, -28.911967]]]",ZA,KwaZulu-Natal,King Cetswayo District Municipality,uMlalazi Local Municipality,,,,,,,,,,,['South Africa'],['ZA'],['UNK'],['UNK'],['UNK'],-28.8833,31.4667
4864740,1225003524972535808,2020-02-05T10:29:34,en,1043310177490034688,,,,0.731,0,ORG,,"[{'label': 'NORP', 'term': 'Japans'}, {'label': 'CARDINAL', 'term': '10'}, {'label': 'CARDINAL', 'term': '3,700'}, {'label': 'GPE', 'term': 'Japan United Kingdom'}]","[54, -2]",GB,England,North Yorkshire,Craven,"[[[-2.564752, 53.301534], [-2.564752, 54.562155], [0.149787, 54.562155], [0.149787, 53.301534]]]",GB,England,,,United Kingdom,GB,,,,,,,,,['Japan United Kingdom'],['GB'],['England'],['UNK'],['London'],54.0,-2.0
4880739,1225009516422598656,2020-02-05T10:53:22,en,18476658,,1.2250074077907722e+18,,0.488,1,UNK,,,"[-8.912065, 13.1854166]",AO,Luanda Province,Talatona Municipality,,"[[[11.582014, -18.039055], [11.582014, -4.376824], [24.0894, -4.376824], [24.0894, -18.039055]]]",AO,,,,"Luanda, Angola",AO,Luanda Province,,,,,,,,,,,,,-8.912065,13.1854166
4892107,1225013719375237120,2020-02-05T11:10:05,en,186797766,,,,0.56,0,CARDINAL,,"[{'label': 'ORG', 'term': 'Solidarity'}, {'label': 'CARDINAL', 'term': '533'}, {'label': 'ORG', 'term': 'Includes HK'}, {'label': 'NORP', 'term': 'French'}, {'label': 'NORP', 'term': 'Iraqi'}]","[51.4507734, -0.02194427]",GB,England,,London,"[[[-0.074547, 51.414087], [-0.074547, 51.494127], [0.038567, 51.494127], [0.038567, 51.414087]]]",GB,England,,London,London,GB,England,,London,,,,,,,,,,,51.4507734,-0.02194427
4900307,1225016692926902274,2020-02-05T11:21:53,pt,34411758,,,,0.462,-1,ORG,,"[{'label': 'PERSON', 'term': 'Faa'}]","[-22.93907, -43.34463]",BR,Rio de Janeiro,Região Metropolitana do Rio de Janeiro,Rio de Janeiro,"[[[-43.795449, -23.08302], [-43.795449, -22.739823], [-43.087707, -22.739823], [-43.087707, -23.08302]]]",BR,Rio de Janeiro,,,Rio de Janeiro,BR,Rio de Janeiro,,,,,,,,,,,,,-22.93907,-43.34463
4904115,1225018132663820289,2020-02-05T11:27:37,en,198408234,,,,0.605,-1,UNK,,"[{'label': 'GPE', 'term': 'Bangkok'}, {'label': 'LOC', 'term': 'Marina Bay Sands'}, {'label': 'ORG', 'term': 'sg singapore'}]","[1.28426582, 103.85886579]",SG,,Central,Singapore,"[[[103.74996, 1.212314], [103.74996, 1.368745], [103.918427, 1.368745], [103.918427, 1.212314]]]",SG,,,,Silpakorn University,TH,Bangkok,Phra Nakhon District,Bangkok,,,,,,"['Bangkok', 'Marina Bay Sands']","['TH', 'SG']","['Bangkok', 'UNK']","['UNK', 'Central']","['UNK', 'Singapore']",1.28426582,103.85886579
4913308,1225021403151335424,2020-02-05T11:40:36,en,88164343,,,,0.859,0,PER,F,"[{'label': 'ORG', 'term': 'Furnished House Villa'}, {'label': 'GPE', 'term': 'Greentech Residency'}, {'label': 'GPE', 'term': 'Ahmedabad'}, {'label': 'ORG', 'term': 'IndependentHouse ForSale DholeraSir Residential Property'}]","[22.20711347, 72.36351013]",IN,,,,"[[[67.997691, 6.622513], [67.997691, 33.254896], [97.170672, 33.254896], [97.170672, 6.622513]]]",IN,,,,India,IN,,,,['India'],['IN'],['UNK'],['UNK'],['UNK'],['Ahmedabad'],['IN'],['Gujarat'],['Ahmadabad City Taluka'],['Ahmedabad'],22.20711347,72.36351013
4918475,1225023203870822401,2020-02-05T11:47:46,en,137638653,,,,0.934,-1,UNK,,"[{'label': 'COVID-Entity', 'term': 'Coronavirus'}]","[10.341208, 123.958267]",PH,,,Mandaue,"[[[123.911456, 10.310787], [123.911456, 10.399898], [123.974266, 10.399898], [123.974266, 10.310787]]]",PH,,,Mandaue,Republic of the Philippines,PH,,,,,,,,,,,,,,10.341208,123.958267
4940183,1225030682331766784,2020-02-05T12:17:29,en,394421259,,,,0.736,-1,PER,F,"[{'label': 'CARDINAL', 'term': 'Almost 500'}, {'label': 'CARDINAL', 'term': 'thousands'}, {'label': 'NORP', 'term': 'Philippine'}]","[14.63927286, 121.03634781]",PH,,,Quezon City,"[[[120.989705, 14.589376], [120.989705, 14.776648], [121.135766, 14.776648], [121.135766, 14.589376]]]",PH,,,Quezon City,"Manila, Philippines",PH,,,Manila,,,,,,,,,,,14.63927286,121.03634781
4940953,1225030955997519877,2020-02-05T12:18:34,en,1316862031,,,,0.785,-1,UNK,,,"[52.232222, 21.008333]",PL,Masovian Voivodeship,,Warsaw,"[[[20.852552, 52.097709], [20.852552, 52.367962], [21.271028, 52.367962], [21.271028, 52.097709]]]",PL,Masovian Voivodeship,,Warsaw,,,,,,,,,,,,,,,,52.232222,21.008333
4943472,1225031817700478976,2020-02-05T12:21:59,pt,75750177,,,,0.562,-1,PER,F,"[{'label': 'LOC', 'term': 'Serra Gacha RS'}]","[-29.37719, -51.11236]",BR,Rio Grande do Sul,,,"[[[-51.226734, -29.454266], [-51.226734, -29.290515], [-50.956215, -29.290515], [-50.956215, -29.454266]]]",BR,Rio Grande do Sul,,,"Nova Petrópolis, Brasil",BR,Rio Grande do Sul,,,,,,,,,,,,,-29.37719,-51.11236
4944532,1225032187235446786,2020-02-05T12:23:28,es,1192248891141447681,,,,0.653,-1,GPE,,"[{'label': 'MISC', 'term': 'Coronavirus coronavirus en Bolivia'}]","[-17.05686961, -64.99122861]",BO,Cochabamba,Carrasco,Municipio Puerto Villarroel,"[[[-69.640762, -22.897682], [-69.640762, -9.669105], [-57.453894, -9.669105], [-57.453894, -22.897682]]]",BO,,,,Bolivia,BO,,,,['Bolivia'],['BO'],['UNK'],['UNK'],['UNK'],,,,,,-17.05686961,-64.99122861
4945709,1225032589116727297,2020-02-05T12:25:03,en,2786728026,,,,0.747,0,UNK,,"[{'label': 'DATE', 'term': 'today'}, {'label': 'ORG', 'term': 'the Women and Childrens Department'}, {'label': 'FAC', 'term': 'Arrowe Park Hospital'}, {'label': 'GPE', 'term': 'Wirral'}]","[53.36967403, -3.09679296]",GB,England,,,"[[[-3.145788, 53.304078], [-3.145788, 53.421308], [-2.933067, 53.421308], [-2.933067, 53.304078]]]",GB,England,,,,,,,,['Liverpool'],['AU'],['New South Wales'],['UNK'],['UNK'],"['Arrowe Park Hospital', 'Wirral']","['GB', 'GB']","['England', 'England']","['UNK', 'UNK']","['UNK', 'UNK']",53.36967403,-3.09679296
4951808,1225034603561226240,2020-02-05T12:33:04,en,222054708,,,,0.656,0,ORG,,"[{'label': 'COVID-Entity', 'term': 'Coronavirus'}, {'label': 'GPE', 'term': 'Hong Kong'}, {'label': 'DATE', 'term': 'March'}]","[51.525004, -0.0972655]",GB,England,,London,"[[[-0.142058, 51.518552], [-0.142058, 51.575301], [-0.076305, 51.575301], [-0.076305, 51.518552]]]",GB,England,,London,"London, England",GB,England,,London,['Britain'],['GB'],['UNK'],['UNK'],['UNK'],['Hong Kong'],['CN'],['Hong Kong'],['UNK'],['UNK'],51.525004,-0.0972655
4962387,1225038127468670979,2020-02-05T12:47:04,en,1880496258,,,,0.841,0,PER,M,"[{'label': 'ORG', 'term': 'beach visakhapatnam RK Beach'}]","[17.71338935, 83.32182761]",IN,Andhra Pradesh,Visakhapatnam (Urban),Visakhapatnam,"[[[83.117424, 17.578131], [83.117424, 17.872261], [83.418019, 17.872261], [83.418019, 17.578131]]]",IN,Andhra Pradesh,Visakhapatnam (Urban),Visakhapatnam,"Jaipur, India",IN,Rajasthan,,,,,,,,,,,,,17.71338935,83.32182761
4967970,1225039980503937026,2020-02-05T12:54:26,en,17500537,,,,0.694,0,PER,M,"[{'label': 'CARDINAL', 'term': '02 05 20'}, {'label': 'ORG', 'term': 'CNH Ironore ES F'}, {'label': 'ORG', 'term': 'LME'}]","[41.88212971, -87.64041917]",US,Illinois,Cook County,Chicago,"[[[-87.940033, 41.644102], [-87.940033, 42.023067], [-87.523993, 42.023067], [-87.523993, 41.644102]]]",US,Illinois,Cook County,Chicago,"Chicago, IL",US,Illinois,Cook County,Chicago,,,,,,,,,,,41.88212971,-87.64041917
